id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
409159;delivered;from_BetaPost_API;2016-06-24;200;1;409159
415944;delivered;from_BetaPost_API;2016-06-24;200;1;415944
420222;delivered;from_BetaPost_API;2016-06-24;200;1;420222
419813;delivered;from_BetaPost_API;2016-06-24;200;1;419813
424005;delivered;from_BetaPost_API;2016-06-24;200;1;424005
424080;delivered;from_BetaPost_API;2016-06-24;200;1;424080
425268;delivered;from_BetaPost_API;2016-06-24;200;1;425268
429390;delivered;from_BetaPost_API;2016-06-24;200;1;429390
429013;delivered;from_BetaPost_API;2016-06-24;200;1;429013
425753;delivered;from_BetaPost_API;2016-06-24;200;1;425753
434241;parcel-on-a-place;from_BetaPost_API;2016-06-24;200;1;434241
432885;delivered;from_BetaPost_API;2016-06-24;200;1;432885
432429;delivered;from_BetaPost_API;2016-06-24;200;1;432429
432424;delivered;from_BetaPost_API;2016-06-24;200;1;432424
429970;delivered;from_BetaPost_API;2016-06-24;200;1;429970
429938;delivered;from_BetaPost_API;2016-06-24;200;1;429938
433899;delivered;from_BetaPost_API;2016-06-24;200;1;433899
