id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
384493;delivered;from_BetaPost_API;2016-06-14;200;1;384493
407008;delivered;from_BetaPost_API;2016-06-14;200;1;407008
405723;delivered;from_BetaPost_API;2016-06-14;200;1;405723
409938;delivered;from_BetaPost_API;2016-06-14;200;1;409938
415517;delivered;from_BetaPost_API;2016-06-14;200;1;415517
417783;delivered;from_BetaPost_API;2016-06-14;200;1;417783
416198;delivered;from_BetaPost_API;2016-06-14;200;1;416198
417978;delivered;from_BetaPost_API;2016-06-14;200;1;417978
419357;parcel-on-a-place;from_BetaPost_API;2016-06-14;200;1;419357
418798;delivered;from_BetaPost_API;2016-06-11;200;1;418798
418721;delivered;from_BetaPost_API;2016-06-14;200;1;418721
417085;delivered;from_BetaPost_API;2016-06-14;200;1;417085
420169;parcel-on-a-place;from_BetaPost_API;2016-06-14;200;1;420169
420674;parcel-on-a-place;from_BetaPost_API;2016-06-14;200;1;420674
420291;parcel-on-a-place;from_BetaPost_API;2016-06-14;200;1;420291
420189;delivered;from_BetaPost_API;2016-06-14;200;1;420189
423581;delivered;from_BetaPost_API;2016-06-14;200;1;423581
423552;delivered;from_BetaPost_API;2016-06-14;200;1;423552
422936;delivered;from_BetaPost_API;2016-06-14;200;1;422936
422395;delivered;from_BetaPost_API;2016-06-14;200;1;422395
422392;delivered;from_BetaPost_API;2016-06-14;200;1;422392
421119;delivered;from_BetaPost_API;2016-06-14;200;1;421119
420958;delivered;from_BetaPost_API;2016-06-14;200;1;420958
420867;delivered;from_BetaPost_API;2016-06-14;200;1;420867
423919;parcel-on-a-place;from_BetaPost_API;2016-06-14;200;1;423919
424504;delivered;from_BetaPost_API;2016-06-14;200;1;424504
424426;delivered;from_BetaPost_API;2016-06-14;200;1;424426
423635;parcel-on-a-place;from_BetaPost_API;2016-06-14;200;1;423635
424103;delivered;from_BetaPost_API;2016-06-14;200;1;424103
423969;delivered;from_BetaPost_API;2016-06-14;200;1;423969
423438;parcel-on-a-place;from_BetaPost_API;2016-06-14;200;1;423438
424926;delivered;from_BetaPost_API;2016-06-14;200;1;424926
426546;parcel-on-a-place;from_BetaPost_API;2016-06-14;200;1;426546
426197;parcel-on-a-place;from_BetaPost_API;2016-06-14;200;1;426197
425317;parcel-on-a-place;from_BetaPost_API;2016-06-14;200;1;425317
425169;parcel-on-a-place;from_BetaPost_API;2016-06-14;200;1;425169
