order_id;order_site;mapping_order_status_from;mapping_order_status_to;date_time;order_number;order_status_name;shipping_order_order_id;state;order_customFields_nomer_otpravleniya
569193;vari-cream-com;parcel-on-a-place;injob;"2016-10-24 16:29:40";569193A;"Товар в точке получения";569193-569193A_536;Возврат;32024354
569223;joint-cream;parcel-on-a-place;injob;"2016-10-24 16:29:40";569223A;"Товар в точке получения";569223-569223A_536;Возврат;32024355
572057;vari-cream-com;parcel-on-a-place;injob;"2016-10-24 16:29:40";572057A;"Товар в точке получения";572057-572057A_539;Возврат;32024383
573452;joint-cream;parcel-on-a-place;injob;"2016-10-24 16:29:40";573452A;"Товар в точке получения";573452-573452A_542;Возврат;32024413
576626;vari-cream-com;parcel-on-a-place;injob;"2016-10-24 16:29:40";576626A;"Товар в точке получения";576626-576626A_547;Возврат;32024441
576677;joint-cream;parcel-on-a-place;injob;"2016-10-24 16:29:40";576677A;"Товар в точке получения";576677-576677A_547;Возврат;32024442
578685;wrinkles-cream;parcel-on-a-place;injob;"2016-10-24 16:29:40";578685A;"Товар в точке получения";578685-578685A_551;Возврат;32024465
577439;wrinkles-cream;sent;injob;"2016-10-24 16:29:40";577439A;Отправлен;577439-577439A_551;Возврат;32024463
589428;joint-cream;parcel-on-a-place;delivered;"2016-10-24 17:52:36";589428A;"Товар в точке получения";589428-589428A_563;Вручение;32024507
588778;psorias-cream;sent;delivered;"2016-10-25 11:29:00";588778A;Отправлен;588778-588778A_562;Вручение;CB016568196RU
589731;psorias-cream;sent;parcel-on-a-place;"2016-10-24 10:13:00";589731A;Отправлен;589731-589731A_562;"Прибыло в город назначения";CB016568125RU
590058;joint-cream;parcel-on-a-place;injob;"2016-10-24 16:29:40";590058A;"Товар в точке получения";590058-590058A_563;Возврат;32024512
594058;joint-cream;sent;delivered;"2016-10-25 13:13:10";594058A;Отправлен;594058-594058A_569;Вручение;32024548
594820;joint-cream;parcel-on-a-place;injob;"2016-10-24 16:29:40";594820A;"Товар в точке получения";594820-594820A_571;Возврат;32024559
594321;joint-cream;parcel-on-a-place;injob;"2016-10-24 16:29:40";594321A;"Товар в точке получения";594321-594321A_571;Возврат;32024551
591984;vari-cream-com;sent;delivered;"2016-10-25 13:30:41";591984A;Отправлен;591984-591984A_571;Вручение;32024549
596390;wrinkles-cream;sent;parcel-on-a-place;"2016-10-25 18:00:17";596390A;Отправлен;596390-596390A_574;Невручение;32024568
596602;wrinkles-cream;parcel-on-a-place;injob;"2016-10-24 16:29:40";596602A;"Товар в точке получения";596602-596602A_574;Возврат;32024571
596416;psorias-cream;parcel-on-a-place;injob;"2016-10-24 16:29:40";596416A;"Товар в точке получения";596416-596416A_574;Возврат;32024569
595915;joint-cream;sent;delivered;"2016-10-24 21:47:48";595915A;Отправлен;595915-595915A_574;Вручение;32024565
596480;joint-cream;parcel-on-a-place;delivered;"2016-10-25 18:00:00";596480A;"Товар в точке получения";596480-596480A_574;Вручение;32024570
599029;vari-cream-com;sent;delivered;"2016-10-25 10:33:33";599029A;Отправлен;599029-599029A_578;Вручение;32024580
600693;joint-cream;sent;delivered;"2016-10-25 17:30:41";600693A;Отправлен;600693-600693A_578;Вручение;32024593
598066;joint-cream;sent;delivered;"2016-10-25 09:51:14";598066A;Отправлен;598066-598066A_578;Вручение;32024576
599290;gemor-cream;sent;delivered;"2016-10-25 18:56:43";599290A;Отправлен;599290-599290A_578;Вручение;32024583
600439;vari-cream-com;sent;delivered;"2016-10-25 14:31:41";600439A;Отправлен;600439-600439A_578;Вручение;32024590
597166;vari-cream-com;sent;parcel-on-a-place;"2016-10-25 17:32:34";597166A;Отправлен;597166-597166A_578;Невручение;32024572
600179;gemor-cream;sent;delivered;"2016-10-25 11:09:58";600179A;Отправлен;600179-600179A_578;Вручение;32024586
599548;wrinkles-cream;sent;parcel-on-a-place;"2016-10-25 13:27:12";599548A;Отправлен;599548-599548A_578;Невручение;32024584
598020;joint-cream;sent;delivered;"2016-10-25 10:31:14";598020A;Отправлен;598020-598020A_578;Вручение;32024575
599174;wrinkles-cream;sent;delivered;"2016-10-25 12:19:37";599174A;Отправлен;599174-599174A_578;Вручение;32024582
600420;joint-cream;sent;delivered;"2016-10-25 11:13:54";600420A;Отправлен;600420-600420A_578;Вручение;32024589
597170;joint-cream;sent;delivered;"2016-10-25 13:27:42";597170C;Отправлен;597170-597170C_578;Вручение;32024573
