id;status;api_mark;statusCode;success;set_order_id
677812;injob;from_BetaPost_API;200;1;677812
690831;injob;from_BetaPost_API;200;1;690831
691714;delivered;from_BetaPost_API;2017-01-09;200;1;691714
691506;injob;from_BetaPost_API;200;1;691506
691773;delivered;from_BetaPost_API;2017-01-09;200;1;691773
690290;injob;from_BetaPost_API;200;1;690290
691638;delivered;from_BetaPost_API;2017-01-09;200;1;691638
691601;injob;from_BetaPost_API;200;1;691601
691877;delivered;from_BetaPost_API;2016-12-31;200;1;691877
691282;injob;from_BetaPost_API;200;1;691282
691104;injob;from_BetaPost_API;200;1;691104
690859;injob;from_BetaPost_API;200;1;690859
690954;injob;from_BetaPost_API;200;1;690954
691583;injob;from_BetaPost_API;200;1;691583
690036;injob;from_BetaPost_API;200;1;690036
691808;injob;from_BetaPost_API;200;1;691808
696512;delivered;from_BetaPost_API;2017-01-09;200;1;696512
693252;injob;from_BetaPost_API;200;1;693252
693898;parcel-on-a-place;from_BetaPost_API;2017-01-09;200;1;693898
695586;delivered;from_BetaPost_API;2017-01-09;200;1;695586
697457;delivered;from_BetaPost_API;2017-01-09;200;1;697457
695433;injob;from_BetaPost_API;200;1;695433
697553;delivered;from_BetaPost_API;2017-01-09;200;1;697553
698084;delivered;from_BetaPost_API;2017-01-09;200;1;698084
694073;injob;from_BetaPost_API;200;1;694073
694648;parcel-on-a-place;from_BetaPost_API;2017-01-09;200;1;694648
696536;delivered;from_BetaPost_API;2017-01-09;200;1;696536
696187;injob;from_BetaPost_API;200;1;696187
694755;delivered;from_BetaPost_API;2017-01-09;200;1;694755
694690;injob;from_BetaPost_API;200;1;694690
697528;injob;from_BetaPost_API;200;1;697528
696463;injob;from_BetaPost_API;200;1;696463
690852;delivered;from_BetaPost_API;2017-01-09;200;1;690852
698697;injob;from_BetaPost_API;200;1;698697
699450;delivered;from_BetaPost_API;2017-01-09;200;1;699450
698736;delivered;from_BetaPost_API;2017-01-09;200;1;698736
698157;delivered;from_BetaPost_API;2017-01-09;200;1;698157
700467;parcel-on-a-place;from_BetaPost_API;2017-01-09;200;1;700467
699895;delivered;from_BetaPost_API;2017-01-09;200;1;699895
700567;delivered;from_BetaPost_API;2017-01-09;200;1;700567
701549;delivered;from_BetaPost_API;2017-01-09;200;1;701549
699111;delivered;from_BetaPost_API;2017-01-09;200;1;699111
700812;delivered;from_BetaPost_API;2017-01-09;200;1;700812
699708;delivered;from_BetaPost_API;2017-01-09;200;1;699708
700356;delivered;from_BetaPost_API;2017-01-09;200;1;700356
702079;delivered;from_BetaPost_API;2017-01-09;200;1;702079
700071;delivered;from_BetaPost_API;2017-01-09;200;1;700071
700586;delivered;from_BetaPost_API;2017-01-09;200;1;700586
699540;injob;from_BetaPost_API;200;1;699540
701001;delivered;from_BetaPost_API;2017-01-09;200;1;701001
694155;injob;from_BetaPost_API;200;1;694155
700859;injob;from_BetaPost_API;200;1;700859
701436;delivered;from_BetaPost_API;2017-01-09;200;1;701436
698752;delivered;from_BetaPost_API;2017-01-09;200;1;698752
