order_id;order_site;mapping_order_status_from;mapping_order_status_to;date_time;order_number;order_status_name;shipping_order_order_id;state;order_customFields_nomer_otpravleniya
504774;psorias-cream;parcel-on-a-place;delivered;"2016-08-19 10:53:09";504774A;"Товар в точке получения";504774-504774A_423;Вручение;32022804
506893;vari-cream-com;sent;parcel-on-a-place;"2016-08-19 10:09:06";506893A;Отправлен;506893-506893A_423;Невручение;32022866
506576;vari-cream-com;parcel-on-a-place;delivered;"2016-08-19 09:49:47";506576A;"Товар в точке получения";506576-506576A_423;Вручение;32022857
506861;joint-cream;sent;delivered;"2016-08-19 11:11:24";506861A;Отправлен;506861-506861A_423;Вручение;32022865
510601;gemor-cream;sent;delivered;"2016-08-19 10:52:44";510601A;Отправлен;510601-510601A_434;Вручение;32023066
510970;wrinkles-cream;sent;delivered;"2016-08-19 09:55:56";510970A;Отправлен;510970-510970A_434;Вручение;32023081
510501;joint-cream;sent;delivered;"2016-08-19 11:46:05";510501A;Отправлен;510501-510501A_434;Вручение;32023064
510678;fungus-cream;sent;delivered;"2016-08-19 11:42:37";510678A;Отправлен;510678-510678A_434;Вручение;32023070
510944;wrinkles-cream;sent;delivered;"2016-08-19 11:23:17";510944A;Отправлен;510944-510944A_434;Вручение;32023079
510671;fungus-cream;sent;delivered;"2016-08-19 11:17:24";510671A;Отправлен;510671-510671A_434;Вручение;32023069
511001;joint-cream;sent;delivered;"2016-08-19 10:01:39";511001A;Отправлен;511001-511001A_434;Вручение;32023082
510955;gemor-cream;sent;parcel-on-a-place;"2016-08-19 10:07:04";510955A;Отправлен;510955-510955A_434;Невручение;32023080
511797;joint-cream;sent;parcel-on-a-place;"2016-08-19 11:59:04";511797A;Отправлен;511797-511797A_434;Невручение;32023104
511036;wrinkles-cream;sent;parcel-on-a-place;"2016-08-19 09:50:57";511036C;Отправлен;511036-511036C_434;Невручение;32023083
511772;joint-cream;sent;parcel-on-a-place;"2016-08-19 09:14:48";511772A;Отправлен;511772-511772A_434;Невручение;32023102
511266;vari-cream-com;sent;parcel-on-a-place;"2016-08-19 09:59:30";511266A;Отправлен;511266-511266A_434;Невручение;32023088
511628;gemor-cream;sent;parcel-on-a-place;"2016-08-19 10:03:34";511628A;Отправлен;511628-511628A_434;Невручение;32023096
510797;prosta-cream;sent;parcel-on-a-place;"2016-08-19 11:45:51";510797C;Отправлен;510797-510797C_434;Невручение;32023074
510562;wrinkles-cream;sent;parcel-on-a-place;"2016-08-19 09:07:10";510562A;Отправлен;510562-510562A_434;Невручение;32023065
