order_id;order_site;mapping_order_status_from;mapping_order_status_to;date_time;order_number;order_status_name;shipping_order_order_id;state;order_customFields_nomer_otpravleniya
431112;vari-cream-com;parcel-on-a-place;delivered;"2016-06-30 12:53:00";431112A;"Товар в точке получения";431112-431112A_271;Вручение;CB014105933RU
437175;vari-cream-com;sent;parcel-on-a-place;"2016-06-30 11:26:00";437175A;Отправлен;437175-437175A_280;Невручение;CB016537494RU
436298;joint-cream;sent;parcel-on-a-place;"2016-06-30 11:05:00";436298A;Отправлен;436298-436298A_280;Невручение;CB016536882RU
436152;psorias-cream;sent;parcel-on-a-place;"2016-06-30 10:22:00";436152A;Отправлен;436152-436152A_280;Невручение;CB014107894RU
438368;prosta-cream;sent;delivered;"2016-06-29 17:12:00";438368A;Отправлен;438368-438368A_281;Вручение;CB016536851RU
443597;vari-cream-com;sent;parcel-on-a-place;"2016-06-30 11:45:00";443597A;Отправлен;443597-443597A_286;Невручение;CB016537534RU
442640;vari-cream-com;sent;parcel-on-a-place;"2016-06-30 11:05:00";442640A;Отправлен;442640-442640A_286;Невручение;CB016537738RU
442602;vari-cream-com;sent;parcel-on-a-place;"2016-06-30 11:54:00";442602A;Отправлен;442602-442602A_286;Невручение;CB016537874RU
442562;vari-cream-com;sent;parcel-on-a-place;"2016-06-30 10:22:00";442562A;Отправлен;442562-442562A_286;Невручение;CB016537993RU
444611;prosta-cream;sent;parcel-on-a-place;"2016-06-30 11:52:00";444611A;Отправлен;444611-444611A_290;Невручение;CB016538530RU
444518;vari-cream-com;sent;parcel-on-a-place;"2016-06-30 11:45:00";444518A;Отправлен;444518-444518A_290;Невручение;CB016538591RU
