id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
493478;delivered;from_BetaPost_API;2016-08-24;200;1;493478
500899;delivered;from_BetaPost_API;2016-08-24;200;1;500899
500248;delivered;from_BetaPost_API;2016-08-20;200;1;500248
501808;delivered;from_BetaPost_API;2016-08-24;200;1;501808
511266;delivered;from_BetaPost_API;2016-08-24;200;1;511266
512895;delivered;from_BetaPost_API;2016-08-24;200;1;512895
515928;delivered;from_BetaPost_API;2016-08-24;200;1;515928
516475;delivered;from_BetaPost_API;2016-08-24;200;1;516475
517211;delivered;from_BetaPost_API;2016-08-24;200;1;517211
516437;delivered;from_BetaPost_API;2016-08-24;200;1;516437
516205;delivered;from_BetaPost_API;2016-08-24;200;1;516205
516765;delivered;from_BetaPost_API;2016-08-24;200;1;516765
515841;delivered;from_BetaPost_API;2016-08-24;200;1;515841
516569;delivered;from_BetaPost_API;2016-08-24;200;1;516569
517040;delivered;from_BetaPost_API;2016-08-24;200;1;517040
516371;delivered;from_BetaPost_API;2016-08-24;200;1;516371
511510;delivered;from_BetaPost_API;2016-08-24;200;1;511510
