order_id;order_site;mapping_order_status_from;mapping_order_status_to;date_time;order_number;order_status_name;shipping_order_order_id;state;order_customFields_nomer_otpravleniya
475421;vari-cream-com;parcel-on-a-place;delivered;"2016-07-26 10:17:15";475421A;"Товар в точке получения";475421-475421A_364;Вручение;32021921
474705;vari-cream-com;parcel-on-a-place;delivered;"2016-07-26 10:43:56";474705A;"Товар в точке получения";474705-474705A_364;Вручение;32021910
474293;psorias-cream;parcel-on-a-place;delivered;"2016-07-26 11:22:48";474293A;"Товар в точке получения";474293-474293A_364;Вручение;32021906
473945;vari-cream-com;parcel-on-a-place;delivered;"2016-07-26 10:59:39";473945A;"Товар в точке получения";473945-473945A_364;Вручение;32021905
466033;vari-cream-com;parcel-on-a-place;delivered;"2016-07-26 11:51:19";466033A;"Товар в точке получения";466033-466033A_364;Вручение;32021901
475392;vari-cream-com;parcel-on-a-place;injob;"2016-07-26 09:37:09";475392A;"Товар в точке получения";475392-475392A_364;Возврат;32021920
475029;vari-cream-com;parcel-on-a-place;injob;"2016-07-26 11:19:07";475029A;"Товар в точке получения";475029-475029A_364;Возврат;32021915
474669;vari-cream-com;parcel-on-a-place;injob;"2016-07-26 11:23:46";474669A;"Товар в точке получения";474669-474669A_364;Возврат;32021908
464444;vari-cream-com;parcel-on-a-place;injob;"2016-07-26 09:48:10";464444A;"Товар в точке получения";464444-464444A_364;Возврат;32021900
475598;vari-cream-com;sent;injob;"2016-07-26 10:02:43";475598A;Отправлен;475598-475598A_368;Возврат;32021932
475543;vari-cream-com;sent;delivered;"2016-07-26 11:49:39";475543A;Отправлен;475543-475543A_368;Вручение;32021929
478222;joint-cream;sent;injob;"2016-07-26 09:30:46";478222A;Отправлен;478222-478222A_368;Возврат;32022002
474854;joint-cream;sent;injob;"2016-07-26 10:36:41";474854A;Отправлен;474854-474854A_368;Возврат;32021927
475035;vari-cream-com;sent;delivered;"2016-07-26 11:44:50";475035A;Отправлен;475035-475035A_368;Вручение;32021928
478198;gemor-cream;sent;injob;"2016-07-26 11:19:31";478198A;Отправлен;478198-478198A_368;Возврат;32022001
473437;vari-cream-com;sent;delivered;"2016-07-26 10:33:03";473437A;Отправлен;473437-473437A_368;Вручение;32021925
478135;vari-cream-com;sent;injob;"2016-07-26 11:26:21";478135A;Отправлен;478135-478135A_368;Возврат;32021999
471533;psorias-cream;sent;delivered;"2016-07-26 09:56:38";471533A;Отправлен;471533-471533A_368;Вручение;32021924
478063;joint-cream;sent;injob;"2016-07-26 11:31:48";478063A;Отправлен;478063-478063A_368;Возврат;32021996
477694;vari-cream-com;sent;injob;"2016-07-26 09:29:53";477694A;Отправлен;477694-477694A_368;Возврат;32021988
478996;wrinkles-cream;sent;delivered;"2016-07-26 11:10:02";478996A;Отправлен;478996-478996A_368;Вручение;32022019
477666;vari-cream-com;sent;injob;"2016-07-26 09:28:42";477666A;Отправлен;477666-477666A_368;Возврат;32021987
478761;vari-cream-com;sent;delivered;"2016-07-26 10:40:31";478761A;Отправлен;478761-478761A_368;Вручение;32022011
477508;vari-cream-com;sent;injob;"2016-07-26 11:21:09";477508A;Отправлен;477508-477508A_368;Возврат;32021984
478739;gemor-cream;sent;delivered;"2016-07-26 11:35:17";478739A;Отправлен;478739-478739A_368;Вручение;32022010
