id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
568155;delivered;from_BetaPost_API;2016-10-18;200;1;568155
569197;delivered;from_BetaPost_API;2016-10-18;200;1;569197
568415;delivered;from_BetaPost_API;2016-10-18;200;1;568415
570834;parcel-on-a-place;from_BetaPost_API;2016-10-18;200;1;570834
587296;delivered;from_BetaPost_API;2016-10-18;200;1;587296
583839;delivered;from_BetaPost_API;2016-10-18;200;1;583839
588975;parcel-on-a-place;from_BetaPost_API;2016-10-18;200;1;588975
570564;parcel-on-a-place;from_BetaPost_API;2016-10-18;200;1;570564
590910;parcel-on-a-place;from_BetaPost_API;2016-10-18;200;1;590910
589428;parcel-on-a-place;from_BetaPost_API;2016-10-18;200;1;589428
588189;delivered;from_BetaPost_API;2016-10-18;200;1;588189
589895;delivered;from_BetaPost_API;2016-10-18;200;1;589895
590853;delivered;from_BetaPost_API;2016-10-18;200;1;590853
586895;delivered;from_BetaPost_API;2016-10-18;200;1;586895
590228;delivered;from_BetaPost_API;2016-10-18;200;1;590228
590058;parcel-on-a-place;from_BetaPost_API;2016-10-18;200;1;590058
589541;parcel-on-a-place;from_BetaPost_API;2016-10-18;200;1;589541
591482;delivered;from_BetaPost_API;2016-10-18;200;1;591482
