id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
447304;delivered;from_BetaPost_API;2016-07-11;200;1;447304
458432;injob;from_BetaPost_API;200;1;458432
458403;injob;from_BetaPost_API;200;1;458403
460073;injob;from_BetaPost_API;200;1;460073
460067;injob;from_BetaPost_API;200;1;460067
460421;delivered;from_BetaPost_API;2016-07-12;200;1;460421
459995;injob;from_BetaPost_API;200;1;459995
460818;injob;from_BetaPost_API;200;1;460818
460577;injob;from_BetaPost_API;200;1;460577
460517;injob;from_BetaPost_API;200;1;460517
460075;delivered;from_BetaPost_API;2016-07-12;200;1;460075
460058;delivered;from_BetaPost_API;2016-07-12;200;1;460058
459911;delivered;from_BetaPost_API;2016-07-12;200;1;459911
460228;injob;from_BetaPost_API;200;1;460228
459997;delivered;from_BetaPost_API;2016-07-12;200;1;459997
457887;delivered;from_BetaPost_API;2016-07-12;200;1;457887
463596;injob;from_BetaPost_API;200;1;463596
463418;injob;from_BetaPost_API;200;1;463418
448740;injob;from_BetaPost_API;200;1;448740
463394;injob;from_BetaPost_API;200;1;463394
445535;injob;from_BetaPost_API;200;1;445535
462615;injob;from_BetaPost_API;200;1;462615
462288;injob;from_BetaPost_API;200;1;462288
424385;injob;from_BetaPost_API;200;1;424385
460927;injob;from_BetaPost_API;200;1;460927
399395;injob;from_BetaPost_API;200;1;399395
460122;injob;from_BetaPost_API;200;1;460122
457711;injob;from_BetaPost_API;200;1;457711
457022;injob;from_BetaPost_API;200;1;457022
449705;injob;from_BetaPost_API;200;1;449705
449380;injob;from_BetaPost_API;200;1;449380
463678;delivered;from_BetaPost_API;2016-07-12;200;1;463678
460550;delivered;from_BetaPost_API;2016-07-12;200;1;460550
