order_id;order_site;mapping_order_status_from;mapping_order_status_to;date_time;order_number;order_status_name;shipping_order_order_id;state;order_customFields_nomer_otpravleniya
691757;psorias-cream;parcel-on-a-place;delivered;"2017-01-04 15:26:48";691757C;"Товар в точке получения";691757-691757C_708;Вручение;32024897
691083;joint-cream;sent;delivered;"2017-01-04 19:40:44";691083A;Отправлен;691083-691083A_708;Вручение;32024912
692182;vari-cream-com;sent;delivered;"2017-01-04 16:55:26";692182C;Отправлен;692182-692182C_708;Вручение;32024929
691843;joint-cream;parcel-on-a-place;delivered;"2017-01-04 19:41:54";691843A;"Товар в точке получения";691843-691843A_708;Вручение;32024928
690018;vari-cream-com;sent;parcel-on-a-place;"2017-01-04 13:38:42";690018A;Отправлен;690018-690018A_708;Невручение;32024905
