id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
397037;delivered;from_BetaPost_API;2016-06-13;200;1;397037
401587;delivered;from_BetaPost_API;2016-06-13;200;1;401587
409556;delivered;from_BetaPost_API;2016-06-13;200;1;409556
411637;delivered;from_BetaPost_API;2016-06-13;200;1;411637
411894;delivered;from_BetaPost_API;2016-06-13;200;1;411894
412582;delivered;from_BetaPost_API;2016-06-11;200;1;412582
413609;delivered;from_BetaPost_API;2016-06-13;200;1;413609
413768;parcel-on-a-place;from_BetaPost_API;2016-06-13;200;1;413768
418249;delivered;from_BetaPost_API;2016-06-13;200;1;418249
417461;delivered;from_BetaPost_API;2016-06-13;200;1;417461
417592;parcel-on-a-place;from_BetaPost_API;2016-06-13;200;1;417592
418448;delivered;from_BetaPost_API;2016-06-13;200;1;418448
418954;delivered;from_BetaPost_API;2016-06-13;200;1;418954
418815;delivered;from_BetaPost_API;2016-06-13;200;1;418815
419641;delivered;from_BetaPost_API;2016-06-13;200;1;419641
419842;parcel-on-a-place;from_BetaPost_API;2016-06-13;200;1;419842
419464;delivered;from_BetaPost_API;2016-06-13;200;1;419464
413352;delivered;from_BetaPost_API;2016-06-13;200;1;413352
423591;parcel-on-a-place;from_BetaPost_API;2016-06-13;200;1;423591
