id;status;api_mark;date_of_arrival;statusCode;success;set_order_id
569157;parcel-on-a-place;from_BetaPost_API;2016-10-04;200;1;569157
568372;parcel-on-a-place;from_BetaPost_API;2016-10-04;200;1;568372
569506;parcel-on-a-place;from_BetaPost_API;2016-10-04;200;1;569506
569223;parcel-on-a-place;from_BetaPost_API;2016-10-04;200;1;569223
569647;delivered;from_BetaPost_API;2016-10-04;200;1;569647
568933;parcel-on-a-place;from_BetaPost_API;2016-10-04;200;1;568933
569485;delivered;from_BetaPost_API;2016-10-04;200;1;569485
569065;parcel-on-a-place;from_BetaPost_API;2016-10-04;200;1;569065
568591;delivered;from_BetaPost_API;2016-10-04;200;1;568591
568890;parcel-on-a-place;from_BetaPost_API;2016-10-04;200;1;568890
568760;parcel-on-a-place;from_BetaPost_API;2016-10-04;200;1;568760
569517;parcel-on-a-place;from_BetaPost_API;2016-10-04;200;1;569517
569472;delivered;from_BetaPost_API;2016-10-04;200;1;569472
571461;delivered;from_BetaPost_API;2016-10-04;200;1;571461
569524;delivered;from_BetaPost_API;2016-10-04;200;1;569524
568285;parcel-on-a-place;from_BetaPost_API;2016-10-04;200;1;568285
569066;parcel-on-a-place;from_BetaPost_API;2016-10-04;200;1;569066
568603;parcel-on-a-place;from_BetaPost_API;2016-10-04;200;1;568603
569054;parcel-on-a-place;from_BetaPost_API;2016-10-04;200;1;569054
568585;parcel-on-a-place;from_BetaPost_API;2016-10-04;200;1;568585
