order_id;order_site;mapping_order_status_from;mapping_order_status_to;date_time;order_number;order_status_name;shipping_order_order_id;state;order_customFields_nomer_otpravleniya
572976;vari-cream-com;parcel-on-a-place;delivered;"2016-10-06 12:55:39";572976A;"Товар в точке получения";572976-572976A_539;Вручение;32024390
573452;joint-cream;sent;parcel-on-a-place;"2016-10-06 12:21:45";573452A;Отправлен;573452-573452A_542;Невручение;32024413
574420;joint-cream;sent;delivered;"2016-10-06 12:53:51";574420A;Отправлен;574420-574420A_542;Вручение;32024422
573221;vari-cream-com;sent;delivered;"2016-10-06 13:40:11";573221A;Отправлен;573221-573221A_542;Вручение;32024407
573482;joint-cream;sent;delivered;"2016-10-06 13:19:37";573482A;Отправлен;573482-573482A_542;Вручение;32024414
574103;joint-cream;sent;delivered;"2016-10-06 12:34:58";574103A;Отправлен;574103-574103A_542;Вручение;32024420
572172;joint-cream;sent;delivered;"2016-10-06 14:25:59";572172A;Отправлен;572172-572172A_542;Вручение;32024399
573368;joint-cream;sent;delivered;"2016-10-06 13:44:42";573368A;Отправлен;573368-573368A_542;Вручение;32024411
