id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
475421;delivered;from_BetaPost_API;2016-07-26;200;1;475421
474705;delivered;from_BetaPost_API;2016-07-26;200;1;474705
474293;delivered;from_BetaPost_API;2016-07-26;200;1;474293
473945;delivered;from_BetaPost_API;2016-07-26;200;1;473945
466033;delivered;from_BetaPost_API;2016-07-26;200;1;466033
475392;injob;from_BetaPost_API;200;1;475392
475029;injob;from_BetaPost_API;200;1;475029
474669;injob;from_BetaPost_API;200;1;474669
464444;injob;from_BetaPost_API;200;1;464444
475598;injob;from_BetaPost_API;200;1;475598
475543;delivered;from_BetaPost_API;2016-07-26;200;1;475543
478222;injob;from_BetaPost_API;200;1;478222
474854;injob;from_BetaPost_API;200;1;474854
475035;delivered;from_BetaPost_API;2016-07-26;200;1;475035
478198;injob;from_BetaPost_API;200;1;478198
473437;delivered;from_BetaPost_API;2016-07-26;200;1;473437
478135;injob;from_BetaPost_API;200;1;478135
471533;delivered;from_BetaPost_API;2016-07-26;200;1;471533
478063;injob;from_BetaPost_API;200;1;478063
477694;injob;from_BetaPost_API;200;1;477694
478996;delivered;from_BetaPost_API;2016-07-26;200;1;478996
477666;injob;from_BetaPost_API;200;1;477666
478761;delivered;from_BetaPost_API;2016-07-26;200;1;478761
477508;injob;from_BetaPost_API;200;1;477508
478739;delivered;from_BetaPost_API;2016-07-26;200;1;478739
477353;injob;from_BetaPost_API;200;1;477353
477363;delivered;from_BetaPost_API;2016-07-26;200;1;477363
477134;injob;from_BetaPost_API;200;1;477134
477094;delivered;from_BetaPost_API;2016-07-26;200;1;477094
476897;injob;from_BetaPost_API;200;1;476897
476972;delivered;from_BetaPost_API;2016-07-26;200;1;476972
476889;injob;from_BetaPost_API;200;1;476889
476662;injob;from_BetaPost_API;200;1;476662
476892;delivered;from_BetaPost_API;2016-07-26;200;1;476892
455295;delivered;from_BetaPost_API;2016-07-26;200;1;455295
476881;injob;from_BetaPost_API;200;1;476881
476583;injob;from_BetaPost_API;200;1;476583
476310;injob;from_BetaPost_API;200;1;476310
476802;delivered;from_BetaPost_API;2016-07-26;200;1;476802
478817;injob;from_BetaPost_API;200;1;478817
476197;injob;from_BetaPost_API;200;1;476197
476746;delivered;from_BetaPost_API;2016-07-26;200;1;476746
478574;injob;from_BetaPost_API;200;1;478574
475783;injob;from_BetaPost_API;200;1;475783
476011;delivered;from_BetaPost_API;2016-07-26;200;1;476011
478478;injob;from_BetaPost_API;200;1;478478
475657;injob;from_BetaPost_API;200;1;475657
475732;delivered;from_BetaPost_API;2016-07-26;200;1;475732
478342;injob;from_BetaPost_API;200;1;478342
