id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
445075;delivered;from_BetaPost_API;2016-07-19;200;1;445075
449903;delivered;from_BetaPost_API;2016-07-19;200;1;449903
452409;delivered;from_BetaPost_API;2016-07-19;200;1;452409
452290;delivered;from_BetaPost_API;2016-07-19;200;1;452290
448864;delivered;from_BetaPost_API;2016-07-19;200;1;448864
456126;delivered;from_BetaPost_API;2016-07-19;200;1;456126
455584;delivered;from_BetaPost_API;2016-07-19;200;1;455584
459109;delivered;from_BetaPost_API;2016-07-19;200;1;459109
459073;delivered;from_BetaPost_API;2016-07-19;200;1;459073
459429;delivered;from_BetaPost_API;2016-07-19;200;1;459429
459315;delivered;from_BetaPost_API;2016-07-19;200;1;459315
460141;parcel-on-a-place;from_BetaPost_API;2016-07-19;200;1;460141
458874;delivered;from_BetaPost_API;2016-07-19;200;1;458874
460109;parcel-on-a-place;from_BetaPost_API;2016-07-19;200;1;460109
459228;delivered;from_BetaPost_API;2016-07-19;200;1;459228
459016;parcel-on-a-place;from_BetaPost_API;2016-07-19;200;1;459016
458856;parcel-on-a-place;from_BetaPost_API;2016-07-19;200;1;458856
461694;parcel-on-a-place;from_BetaPost_API;2016-07-19;200;1;461694
461621;parcel-on-a-place;from_BetaPost_API;2016-07-19;200;1;461621
461597;parcel-on-a-place;from_BetaPost_API;2016-07-19;200;1;461597
462633;parcel-on-a-place;from_BetaPost_API;2016-07-19;200;1;462633
461268;parcel-on-a-place;from_BetaPost_API;2016-07-19;200;1;461268
462073;parcel-on-a-place;from_BetaPost_API;2016-07-19;200;1;462073
462043;parcel-on-a-place;from_BetaPost_API;2016-07-19;200;1;462043
463764;parcel-on-a-place;from_BetaPost_API;2016-07-19;200;1;463764
467472;injob;from_BetaPost_API;200;1;467472
468015;delivered;from_BetaPost_API;2016-07-19;200;1;468015
467490;delivered;from_BetaPost_API;2016-07-19;200;1;467490
467339;delivered;from_BetaPost_API;2016-07-19;200;1;467339
467897;injob;from_BetaPost_API;200;1;467897
467668;injob;from_BetaPost_API;200;1;467668
470443;delivered;from_BetaPost_API;2016-07-19;200;1;470443
470303;delivered;from_BetaPost_API;2016-07-19;200;1;470303
469859;delivered;from_BetaPost_API;2016-07-19;200;1;469859
469485;delivered;from_BetaPost_API;2016-07-19;200;1;469485
469133;delivered;from_BetaPost_API;2016-07-19;200;1;469133
468746;delivered;from_BetaPost_API;2016-07-19;200;1;468746
468339;delivered;from_BetaPost_API;2016-07-19;200;1;468339
470006;injob;from_BetaPost_API;200;1;470006
470854;injob;from_BetaPost_API;200;1;470854
469721;injob;from_BetaPost_API;200;1;469721
470576;injob;from_BetaPost_API;200;1;470576
468401;injob;from_BetaPost_API;200;1;468401
470955;delivered;from_BetaPost_API;2016-07-19;200;1;470955
470857;delivered;from_BetaPost_API;2016-07-19;200;1;470857
470674;delivered;from_BetaPost_API;2016-07-19;200;1;470674
