id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
459589;delivered;from_BetaPost_API;2016-07-22;200;1;459589
462404;delivered;from_BetaPost_API;2016-07-22;200;1;462404
460377;delivered;from_BetaPost_API;2016-07-22;200;1;460377
457248;parcel-on-a-place;from_BetaPost_API;2016-07-22;200;1;457248
464443;delivered;from_BetaPost_API;2016-07-22;200;1;464443
464549;delivered;from_BetaPost_API;2016-07-22;200;1;464549
466196;parcel-on-a-place;from_BetaPost_API;2016-07-22;200;1;466196
465782;parcel-on-a-place;from_BetaPost_API;2016-07-22;200;1;465782
464850;parcel-on-a-place;from_BetaPost_API;2016-07-22;200;1;464850
466613;parcel-on-a-place;from_BetaPost_API;2016-07-22;200;1;466613
473215;delivered;from_BetaPost_API;2016-07-22;200;1;473215
472675;delivered;from_BetaPost_API;2016-07-22;200;1;472675
466897;injob;from_BetaPost_API;200;1;466897
474439;delivered;from_BetaPost_API;2016-07-22;200;1;474439
474328;delivered;from_BetaPost_API;2016-07-22;200;1;474328
473421;delivered;from_BetaPost_API;2016-07-22;200;1;473421
473548;delivered;from_BetaPost_API;2016-07-22;200;1;473548
471900;delivered;from_BetaPost_API;2016-07-22;200;1;471900
474359;injob;from_BetaPost_API;200;1;474359
474146;injob;from_BetaPost_API;200;1;474146
