id;status;api_mark;date_of_arrival;statusCode;success;set_order_id
499642;parcel-on-a-place;from_BetaPost_API;2016-08-17;200;1;499642
504082;parcel-on-a-place;from_BetaPost_API;2016-08-17;200;1;504082
503919;delivered;from_BetaPost_API;2016-08-17;200;1;503919
505152;delivered;from_BetaPost_API;2016-08-17;200;1;505152
504663;delivered;from_BetaPost_API;2016-08-17;200;1;504663
505997;delivered;from_BetaPost_API;2016-08-17;200;1;505997
505719;delivered;from_BetaPost_API;2016-08-17;200;1;505719
507076;delivered;from_BetaPost_API;2016-08-17;200;1;507076
507906;delivered;from_BetaPost_API;2016-08-17;200;1;507906
505029;delivered;from_BetaPost_API;2016-08-17;200;1;505029
506721;delivered;from_BetaPost_API;2016-08-17;200;1;506721
505677;delivered;from_BetaPost_API;2016-08-17;200;1;505677
505462;parcel-on-a-place;from_BetaPost_API;2016-08-17;200;1;505462
507270;delivered;from_BetaPost_API;2016-08-17;200;1;507270
506200;parcel-on-a-place;from_BetaPost_API;2016-08-17;200;1;506200
504258;delivered;from_BetaPost_API;2016-08-17;200;1;504258
508228;delivered;from_BetaPost_API;2016-08-17;200;1;508228
509187;delivered;from_BetaPost_API;2016-08-17;200;1;509187
508509;delivered;from_BetaPost_API;2016-08-17;200;1;508509
508651;delivered;from_BetaPost_API;2016-08-17;200;1;508651
508642;parcel-on-a-place;from_BetaPost_API;2016-08-17;200;1;508642
507345;delivered;from_BetaPost_API;2016-08-17;200;1;507345
508339;parcel-on-a-place;from_BetaPost_API;2016-08-17;200;1;508339
508891;delivered;from_BetaPost_API;2016-08-17;200;1;508891
508473;parcel-on-a-place;from_BetaPost_API;2016-08-17;200;1;508473
508746;delivered;from_BetaPost_API;2016-08-17;200;1;508746
507841;parcel-on-a-place;from_BetaPost_API;2016-08-17;200;1;507841
508553;delivered;from_BetaPost_API;2016-08-17;200;1;508553
503862;parcel-on-a-place;from_BetaPost_API;2016-08-17;200;1;503862
