id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
452370;delivered;from_BetaPost_API;2016-07-27;200;1;452370
454055;delivered;from_BetaPost_API;2016-07-27;200;1;454055
455571;delivered;from_BetaPost_API;2016-07-27;200;1;455571
463262;delivered;from_BetaPost_API;2016-07-27;200;1;463262
462515;delivered;from_BetaPost_API;2016-07-20;200;1;462515
464108;delivered;from_BetaPost_API;2016-07-27;200;1;464108
466196;delivered;from_BetaPost_API;2016-07-27;200;1;466196
466112;delivered;from_BetaPost_API;2016-07-27;200;1;466112
466613;delivered;from_BetaPost_API;2016-07-26;200;1;466613
466919;delivered;from_BetaPost_API;2016-07-27;200;1;466919
469716;parcel-on-a-place;from_BetaPost_API;2016-07-27;200;1;469716
467929;parcel-on-a-place;from_BetaPost_API;2016-07-27;200;1;467929
467703;parcel-on-a-place;from_BetaPost_API;2016-07-27;200;1;467703
470112;delivered;from_BetaPost_API;2016-07-27;200;1;470112
470520;parcel-on-a-place;from_BetaPost_API;2016-07-27;200;1;470520
470240;parcel-on-a-place;from_BetaPost_API;2016-07-27;200;1;470240
471248;parcel-on-a-place;from_BetaPost_API;2016-07-27;200;1;471248
470844;parcel-on-a-place;from_BetaPost_API;2016-07-27;200;1;470844
470843;parcel-on-a-place;from_BetaPost_API;2016-07-27;200;1;470843
473844;parcel-on-a-place;from_BetaPost_API;2016-07-27;200;1;473844
479749;delivered;from_BetaPost_API;2016-07-27;200;1;479749
479227;delivered;from_BetaPost_API;2016-07-27;200;1;479227
479134;delivered;from_BetaPost_API;2016-07-27;200;1;479134
476736;delivered;from_BetaPost_API;2016-07-27;200;1;476736
