id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
515600;delivered;from_BetaPost_API;2016-08-25;200;1;515600
513830;delivered;from_BetaPost_API;2016-08-25;200;1;513830
504977;parcel-on-a-place;from_BetaPost_API;2016-08-25;200;1;504977
514002;parcel-on-a-place;from_BetaPost_API;2016-08-25;200;1;514002
516052;delivered;from_BetaPost_API;2016-08-25;200;1;516052
519109;parcel-on-a-place;from_BetaPost_API;2016-08-25;200;1;519109
517476;parcel-on-a-place;from_BetaPost_API;2016-08-25;200;1;517476
518378;parcel-on-a-place;from_BetaPost_API;2016-08-25;200;1;518378
517571;parcel-on-a-place;from_BetaPost_API;2016-08-25;200;1;517571
517519;parcel-on-a-place;from_BetaPost_API;2016-08-25;200;1;517519
519257;parcel-on-a-place;from_BetaPost_API;2016-08-25;200;1;519257
518298;delivered;from_BetaPost_API;2016-08-25;200;1;518298
516576;parcel-on-a-place;from_BetaPost_API;2016-08-25;200;1;516576
519284;delivered;from_BetaPost_API;2016-08-25;200;1;519284
517302;delivered;from_BetaPost_API;2016-08-25;200;1;517302
518020;delivered;from_BetaPost_API;2016-08-25;200;1;518020
519186;delivered;from_BetaPost_API;2016-08-25;200;1;519186
516467;delivered;from_BetaPost_API;2016-08-25;200;1;516467
518535;delivered;from_BetaPost_API;2016-08-25;200;1;518535
518858;delivered;from_BetaPost_API;2016-08-25;200;1;518858
517435;delivered;from_BetaPost_API;2016-08-25;200;1;517435
519139;delivered;from_BetaPost_API;2016-08-25;200;1;519139
