id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
507492;delivered;from_BetaPost_API;2016-09-10;200;1;507492
518378;injob;from_BetaPost_API;200;1;518378
526445;injob;from_BetaPost_API;200;1;526445
524543;injob;from_BetaPost_API;200;1;524543
525261;delivered;from_BetaPost_API;2016-09-10;200;1;525261
526287;delivered;from_BetaPost_API;2016-09-10;200;1;526287
526673;delivered;from_BetaPost_API;2016-09-10;200;1;526673
526850;injob;from_BetaPost_API;200;1;526850
526330;injob;from_BetaPost_API;200;1;526330
523207;injob;from_BetaPost_API;200;1;523207
527643;delivered;from_BetaPost_API;2016-09-12;200;1;527643
528164;delivered;from_BetaPost_API;2016-09-10;200;1;528164
508774;injob;from_BetaPost_API;200;1;508774
532829;injob;from_BetaPost_API;200;1;532829
531970;parcel-on-a-place;from_BetaPost_API;2016-09-12;200;1;531970
532449;injob;from_BetaPost_API;200;1;532449
530733;parcel-on-a-place;from_BetaPost_API;2016-09-10;200;1;530733
533033;injob;from_BetaPost_API;200;1;533033
532612;parcel-on-a-place;from_BetaPost_API;2016-09-12;200;1;532612
532712;injob;from_BetaPost_API;200;1;532712
530927;parcel-on-a-place;from_BetaPost_API;2016-09-10;200;1;530927
530689;parcel-on-a-place;from_BetaPost_API;2016-09-10;200;1;530689
532341;parcel-on-a-place;from_BetaPost_API;2016-09-10;200;1;532341
532129;parcel-on-a-place;from_BetaPost_API;2016-09-12;200;1;532129
535886;injob;from_BetaPost_API;200;1;535886
533974;injob;from_BetaPost_API;200;1;533974
528881;injob;from_BetaPost_API;200;1;528881
536094;injob;from_BetaPost_API;200;1;536094
535999;injob;from_BetaPost_API;200;1;535999
535409;injob;from_BetaPost_API;200;1;535409
535895;injob;from_BetaPost_API;200;1;535895
534177;injob;from_BetaPost_API;200;1;534177
533714;injob;from_BetaPost_API;200;1;533714
535424;injob;from_BetaPost_API;200;1;535424
537714;injob;from_BetaPost_API;200;1;537714
537238;injob;from_BetaPost_API;200;1;537238
536898;injob;from_BetaPost_API;200;1;536898
537539;injob;from_BetaPost_API;200;1;537539
537106;injob;from_BetaPost_API;200;1;537106
538532;delivered;from_BetaPost_API;2016-09-12;200;1;538532
538109;delivered;from_BetaPost_API;2016-09-12;200;1;538109
493127;delivered;from_BetaPost_API;2016-09-12;200;1;493127
538909;injob;from_BetaPost_API;200;1;538909
537785;injob;from_BetaPost_API;200;1;537785
539365;injob;from_BetaPost_API;200;1;539365
540792;delivered;from_BetaPost_API;2016-09-12;200;1;540792
540458;injob;from_BetaPost_API;200;1;540458
540095;injob;from_BetaPost_API;200;1;540095
