id;status;api_mark;date_of_arrival;statusCode;success;set_order_id
618828;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;618828
619453;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;619453
619453;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;619453
617855;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;617855
617855;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;617855
619453;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;619453
617855;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;617855
617855;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;617855
616517;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;616517
616517;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;616517
616517;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;616517
618828;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;618828
618828;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;618828
619453;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;619453
619453;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;619453
616517;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;616517
616517;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;616517
618828;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;618828
617855;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;617855
618828;parcel-on-a-place;from_BetaPost_API;2016-11-18;200;1;618828
