id;status;api_mark;date_of_arrival;statusCode;success;set_order_id
596387;parcel-on-a-place;from_BetaPost_API;2016-11-03;200;1;596387
598771;parcel-on-a-place;from_BetaPost_API;2016-11-03;200;1;598771
598321;parcel-on-a-place;from_BetaPost_API;2016-11-03;200;1;598321
599842;parcel-on-a-place;from_BetaPost_API;2016-11-03;200;1;599842
598357;parcel-on-a-place;from_BetaPost_API;2016-11-03;200;1;598357
595327;delivered;from_BetaPost_API;2016-11-03;200;1;595327
597149;delivered;from_BetaPost_API;2016-11-03;200;1;597149
602416;parcel-on-a-place;from_BetaPost_API;2016-11-03;200;1;602416
602413;parcel-on-a-place;from_BetaPost_API;2016-11-03;200;1;602413
600431;parcel-on-a-place;from_BetaPost_API;2016-11-03;200;1;600431
603217;parcel-on-a-place;from_BetaPost_API;2016-11-03;200;1;603217
611515;delivered;from_BetaPost_API;2016-11-03;200;1;611515
612220;delivered;from_BetaPost_API;2016-11-03;200;1;612220
612934;parcel-on-a-place;from_BetaPost_API;2016-11-03;200;1;612934
611919;delivered;from_BetaPost_API;2016-11-03;200;1;611919
611930;delivered;from_BetaPost_API;2016-11-03;200;1;611930
612508;parcel-on-a-place;from_BetaPost_API;2016-11-04;200;1;612508
