order_id;order_site;mapping_order_status_from;mapping_order_status_to;date_time;order_number;order_status_name;shipping_order_order_id;state;order_customFields_nomer_otpravleniya
481488;joint-cream;problem;delivered;"2016-08-26 22:30:00";481488A;Доставлять;481488-481488A_376;Вручение;CB016552766RU
494000;joint-cream;parcel-on-a-place;delivered;"2016-08-26 11:36:00";494000A;"Товар в точке получения";494000-494000A_403;Вручение;CB016557556RU
497588;vari-cream-com;parcel-on-a-place;delivered;"2016-08-26 23:23:00";497588A;"Товар в точке получения";497588-497588A_406;Вручение;CB016558097RU
505948;vari-cream-com;sent;parcel-on-a-place;"2016-08-26 10:44:00";505948A;Отправлен;505948-505948A_422;"Прибыло в город назначения";CB016559659RU
510775;wrinkles-cream;parcel-on-a-place;delivered;"2016-08-29 09:51:22";510775A;"Товар в точке получения";510775-510775A_434;Вручение;32023073
512316;vari-cream-com;parcel-on-a-place;delivered;"2016-08-29 10:21:13";512316A;"Товар в точке получения";512316-512316A_440;Вручение;32023144
518783;wrinkles-cream;sent;delivered;"2016-08-29 10:15:03";518783A;Отправлен;518783-518783A_451;Вручение;32023330
520911;joint-cream;sent;parcel-on-a-place;"2016-08-29 10:33:51";520911A;Отправлен;520911-520911A_451;Невручение;32023365
521855;joint-cream;sent;delivered;"2016-08-29 11:52:57";521855A;Отправлен;521855-521855A_454;Вручение;32023398
522573;joint-cream;sent;delivered;"2016-08-29 11:17:00";522573A;Отправлен;522573-522573A_454;Вручение;32023405
