id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
446093;delivered;from_BetaPost_API;2016-07-15;200;1;446093
446259;delivered;from_BetaPost_API;2016-07-15;200;1;446259
449521;delivered;from_BetaPost_API;2016-07-15;200;1;449521
452586;delivered;from_BetaPost_API;2016-07-15;200;1;452586
454558;delivered;from_BetaPost_API;2016-07-15;200;1;454558
454115;delivered;from_BetaPost_API;2016-07-15;200;1;454115
457419;delivered;from_BetaPost_API;2016-07-15;200;1;457419
457765;parcel-on-a-place;from_BetaPost_API;2016-07-15;200;1;457765
459270;parcel-on-a-place;from_BetaPost_API;2016-07-15;200;1;459270
465776;delivered;from_BetaPost_API;2016-07-15;200;1;465776
465481;injob;from_BetaPost_API;200;1;465481
465617;delivered;from_BetaPost_API;2016-07-15;200;1;465617
465531;delivered;from_BetaPost_API;2016-07-15;200;1;465531
465398;delivered;from_BetaPost_API;2016-07-15;200;1;465398
465286;delivered;from_BetaPost_API;2016-07-15;200;1;465286
465229;delivered;from_BetaPost_API;2016-07-15;200;1;465229
465181;delivered;from_BetaPost_API;2016-07-15;200;1;465181
464406;delivered;from_BetaPost_API;2016-07-15;200;1;464406
466267;injob;from_BetaPost_API;200;1;466267
467016;delivered;from_BetaPost_API;2016-07-15;200;1;467016
466784;delivered;from_BetaPost_API;2016-07-15;200;1;466784
466648;delivered;from_BetaPost_API;2016-07-15;200;1;466648
466502;delivered;from_BetaPost_API;2016-07-15;200;1;466502
466459;delivered;from_BetaPost_API;2016-07-15;200;1;466459
466408;injob;from_BetaPost_API;200;1;466408
