id;status;api_mark;date_of_arrival;statusCode;success;set_order_id
448971;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;448971
448961;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;448961
448176;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;448176
447954;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;447954
447927;parcel-on-a-place;from_BetaPost_API;2016-07-08;200;1;447927
447379;parcel-on-a-place;from_BetaPost_API;2016-07-08;200;1;447379
447304;parcel-on-a-place;from_BetaPost_API;2016-07-08;200;1;447304
447144;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;447144
446542;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;446542
446232;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;446232
450232;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;450232
