order_id;order_site;mapping_order_status_from;mapping_order_status_to;date_time;order_number;order_status_name;shipping_order_order_id;state;order_customFields_nomer_otpravleniya
500481;vari-cream-com;parcel-on-a-place;delivered;"2016-09-05 18:44:00";500481A;"Товар в точке получения";500481-500481A_415;Вручение;CB016558980RU
507493;cream-masthopaty;parcel-on-a-place;delivered;"2016-09-05 12:43:00";507493A;"Товар в точке получения";507493-507493A_422;Вручение;CB016559923RU
514112;joint-cream;parcel-on-a-place;delivered;"2016-09-05 17:59:00";514112A;"Товар в точке получения";514112-514112A_439;Вручение;CB016561578RU
514768;vari-cream-com;parcel-on-a-place;delivered;"2016-09-05 14:07:00";514768A;"Товар в точке получения";514768-514768A_439;Вручение;CB016561808RU
513774;wrinkles-cream;parcel-on-a-place;delivered;"2016-09-05 13:38:00";513774A;"Товар в точке получения";513774-513774A_439;Вручение;CB016561312RU
515560;vari-cream-com;parcel-on-a-place;delivered;"2016-09-05 17:47:00";515560A;"Товар в точке получения";515560-515560A_443;Вручение;CB016562180RU
