id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
452373;delivered;from_BetaPost_API;2016-08-12;200;1;452373
464303;delivered;from_BetaPost_API;2016-08-13;200;1;464303
480918;delivered;from_BetaPost_API;2016-08-12;200;1;480918
481452;delivered;from_BetaPost_API;2016-08-12;200;1;481452
485307;delivered;from_BetaPost_API;2016-08-12;200;1;485307
487844;delivered;from_BetaPost_API;2016-08-12;200;1;487844
487066;delivered;from_BetaPost_API;2016-08-12;200;1;487066
492010;delivered;from_BetaPost_API;2016-08-12;200;1;492010
497040;delivered;from_BetaPost_API;2016-08-13;200;1;497040
495642;parcel-on-a-place;from_BetaPost_API;2016-08-13;200;1;495642
501500;delivered;from_BetaPost_API;2016-08-13;200;1;501500
501832;delivered;from_BetaPost_API;2016-08-13;200;1;501832
500712;delivered;from_BetaPost_API;2016-08-13;200;1;500712
502031;delivered;from_BetaPost_API;2016-08-13;200;1;502031
501829;parcel-on-a-place;from_BetaPost_API;2016-08-13;200;1;501829
501553;parcel-on-a-place;from_BetaPost_API;2016-08-13;200;1;501553
501293;delivered;from_BetaPost_API;2016-08-13;200;1;501293
