id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
474919;delivered;from_BetaPost_API;2016-08-11;200;1;474919
481959;delivered;from_BetaPost_API;2016-08-11;200;1;481959
485320;delivered;from_BetaPost_API;2016-08-11;200;1;485320
489288;parcel-on-a-place;from_BetaPost_API;2016-08-12;200;1;489288
490966;parcel-on-a-place;from_BetaPost_API;2016-08-12;200;1;490966
493055;parcel-on-a-place;from_BetaPost_API;2016-08-12;200;1;493055
495453;delivered;from_BetaPost_API;2016-08-11;200;1;495453
498579;delivered;from_BetaPost_API;2016-08-11;200;1;498579
498634;delivered;from_BetaPost_API;2016-08-12;200;1;498634
498161;delivered;from_BetaPost_API;2016-08-11;200;1;498161
499086;delivered;from_BetaPost_API;2016-08-12;200;1;499086
500007;delivered;from_BetaPost_API;2016-08-12;200;1;500007
499919;delivered;from_BetaPost_API;2016-08-11;200;1;499919
500236;delivered;from_BetaPost_API;2016-08-12;200;1;500236
500257;parcel-on-a-place;from_BetaPost_API;2016-08-12;200;1;500257
500588;parcel-on-a-place;from_BetaPost_API;2016-08-12;200;1;500588
502118;delivered;from_BetaPost_API;2016-08-12;200;1;502118
500805;delivered;from_BetaPost_API;2016-08-12;200;1;500805
