order_id;order_site;mapping_order_status_from;mapping_order_status_to;date_time;order_number;order_status_name;shipping_order_order_id;state;order_customFields_nomer_otpravleniya
420569;vari-cream-com;parcel-on-a-place;delivered;"2016-06-25 16:43:00";420569A;"Товар в точке получения";420569-420569A_256;Вручение;CB014103141RU
423967;gemor-cream;parcel-on-a-place;delivered;"2016-06-25 14:57:00";423967A;"Товар в точке получения";423967-423967A_259;Вручение;CB014103800RU
425898;psorias-cream;parcel-on-a-place;delivered;"2016-06-25 17:46:00";425898A;"Товар в точке получения";425898-425898A_265;Вручение;CB014104751RU
426876;vari-cream-com;parcel-on-a-place;delivered;"2016-06-25 20:17:00";426876A;"Товар в точке получения";426876-426876A_268;Вручение;CB014105037RU
430580;prosta-cream;sent;delivered;"2016-06-24 15:30:00";430580A;Отправлен;430580-430580A_271;Вручение;CB014106050RU
431965;joint-cream;parcel-on-a-place;delivered;"2016-06-25 18:53:00";431965A;"Товар в точке получения";431965-431965A_273;Вручение;CB014106338RU
430848;joint-cream;parcel-on-a-place;delivered;"2016-06-25 16:25:00";430848A;"Товар в точке получения";430848-430848A_273;Вручение;CB014106545RU
430575;vari-cream-com;parcel-on-a-place;delivered;"2016-06-25 14:42:00";430575A;"Товар в точке получения";430575-430575A_273;Вручение;CB014106253RU
429782;psorias-cream;parcel-on-a-place;delivered;"2016-06-25 18:57:00";429782A;"Товар в точке получения";429782-429782A_273;Вручение;CB014106386RU
433751;joint-cream;sent;delivered;"2016-06-24 15:32:00";433751A;Отправлен;433751-433751A_275;Вручение;CB014107205RU
