id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
420569;delivered;from_BetaPost_API;2016-06-25;200;1;420569
423967;delivered;from_BetaPost_API;2016-06-25;200;1;423967
425898;delivered;from_BetaPost_API;2016-06-25;200;1;425898
426876;delivered;from_BetaPost_API;2016-06-25;200;1;426876
430580;delivered;from_BetaPost_API;2016-06-24;200;1;430580
431965;delivered;from_BetaPost_API;2016-06-25;200;1;431965
430848;delivered;from_BetaPost_API;2016-06-25;200;1;430848
430575;delivered;from_BetaPost_API;2016-06-25;200;1;430575
429782;delivered;from_BetaPost_API;2016-06-25;200;1;429782
433751;delivered;from_BetaPost_API;2016-06-24;200;1;433751
