id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
488811;delivered;from_BetaPost_API;2016-08-24;200;1;488811
491722;delivered;from_BetaPost_API;2016-08-24;200;1;491722
494669;delivered;from_BetaPost_API;2016-08-20;200;1;494669
497619;delivered;from_BetaPost_API;2016-08-24;200;1;497619
493056;delivered;from_BetaPost_API;2016-08-24;200;1;493056
501743;delivered;from_BetaPost_API;2016-08-24;200;1;501743
511910;delivered;from_BetaPost_API;2016-08-25;200;1;511910
512951;delivered;from_BetaPost_API;2016-08-25;200;1;512951
514811;delivered;from_BetaPost_API;2016-08-25;200;1;514811
519116;delivered;from_BetaPost_API;2016-08-25;200;1;519116
517981;delivered;from_BetaPost_API;2016-08-25;200;1;517981
514244;delivered;from_BetaPost_API;2016-08-25;200;1;514244
517417;delivered;from_BetaPost_API;2016-08-25;200;1;517417
519309;delivered;from_BetaPost_API;2016-08-25;200;1;519309
517324;delivered;from_BetaPost_API;2016-08-25;200;1;517324
518857;delivered;from_BetaPost_API;2016-08-25;200;1;518857
517317;parcel-on-a-place;from_BetaPost_API;2016-08-25;200;1;517317
518411;parcel-on-a-place;from_BetaPost_API;2016-08-25;200;1;518411
517344;delivered;from_BetaPost_API;2016-08-25;200;1;517344
518182;delivered;from_BetaPost_API;2016-08-25;200;1;518182
