order_id;order_site;mapping_order_status_from;mapping_order_status_to;date_time;order_number;order_status_name;shipping_order_order_id;state;order_customFields_nomer_otpravleniya
445746;vari-cream-com;parcel-on-a-place;delivered;"2016-07-20 16:17:00";445746A;"Товар в точке получения";445746-445746A_293;Вручение;CB016539725RU
446121;joint-cream;parcel-on-a-place;delivered;"2016-07-20 12:25:00";446121A;"Товар в точке получения";446121-446121A_297;Вручение;CB016539019RU
451123;joint-cream;parcel-on-a-place;delivered;"2016-07-20 15:30:00";451123A;"Товар в точке получения";451123-451123A_302;Вручение;CB016541729RU
457124;fungus-cream;parcel-on-a-place;delivered;"2016-07-20 23:31:00";457124A;"Товар в точке получения";457124-457124A_312;Вручение;CB016544376RU
459231;vari-cream-com;parcel-on-a-place;delivered;"2016-07-20 22:13:00";459231A;"Товар в точке получения";459231-459231A_321;Вручение;CB016545235RU
459080;vari-cream-com;parcel-on-a-place;delivered;"2016-07-20 18:55:00";459080A;"Товар в точке получения";459080-459080A_321;Вручение;CB016545500RU
458694;gemor-cream;parcel-on-a-place;delivered;"2016-07-20 17:57:00";458694A;"Товар в точке получения";458694-458694A_321;Вручение;CB016545495RU
460593;vari-cream-com;sent;delivered;"2016-07-20 14:46:00";460593A;Отправлен;460593-460593A_327;Вручение;CB016546791RU
460495;joint-cream;sent;parcel-on-a-place;"2016-07-20 08:55:00";460495A;Отправлен;460495-460495A_327;"Прибыло в город назначения";CB016546575RU
462672;gemor-cream;parcel-on-a-place;delivered;"2016-07-20 12:37:00";462672A;"Товар в точке получения";462672-462672A_327;Вручение;CB016546686RU
460178;gemor-cream;sent;parcel-on-a-place;"2016-07-19 17:28:00";460178A;Отправлен;460178-460178A_327;"Прибыло в город назначения";CB016546641RU
460158;joint-cream;sent;parcel-on-a-place;"2016-07-20 10:25:00";460158A;Отправлен;460158-460158A_327;"Прибыло в город назначения";CB016546434RU
460911;wrinkles-cream;sent;parcel-on-a-place;"2016-07-20 18:13:00";460911A;Отправлен;460911-460911A_326;Невручение;CB016546482RU
462519;wrinkles-cream;sent;parcel-on-a-place;"2016-07-20 08:36:00";462519A;Отправлен;462519-462519A_327;"Прибыло в город назначения";CB016546346RU
462494;joint-cream;sent;parcel-on-a-place;"2016-07-20 10:30:00";462494A;Отправлен;462494-462494A_327;"Прибыло в город назначения";CB016546394RU
462221;psorias-cream;sent;parcel-on-a-place;"2016-07-20 09:03:00";462221A;Отправлен;462221-462221A_327;"Прибыло в город назначения";CB016546227RU
462078;cream-masthopaty;sent;parcel-on-a-place;"2016-07-20 13:16:00";462078A;Отправлен;462078-462078A_327;"Прибыло в город назначения";CB016546726RU
462048;vari-cream-com;sent;parcel-on-a-place;"2016-07-20 08:19:00";462048A;Отправлен;462048-462048A_327;"Прибыло в город назначения";CB016545915RU
463271;joint-cream;sent;parcel-on-a-place;"2016-07-20 13:16:00";463271A;Отправлен;463271-463271A_327;"Прибыло в город назначения";CB016546385RU
461652;psorias-cream;sent;parcel-on-a-place;"2016-07-20 08:56:00";461652A;Отправлен;461652-461652A_327;"Прибыло в город назначения";CB016546195RU
462598;vari-cream-com;parcel-on-a-place;delivered;"2016-07-20 15:46:00";462598A;"Товар в точке получения";462598-462598A_327;Вручение;CB016545955RU
463136;joint-cream;sent;parcel-on-a-place;"2016-07-20 09:02:00";463136A;Отправлен;463136-463136A_327;"Прибыло в город назначения";CB016546709RU
461295;vari-cream-com;sent;parcel-on-a-place;"2016-07-19 17:46:00";461295A;Отправлен;461295-461295A_327;"Прибыло в город назначения";CB016546037RU
461268;vari-cream-com;parcel-on-a-place;delivered;"2016-07-20 13:54:00";461268A;"Товар в точке получения";461268-461268A_327;Вручение;CB016546071RU
461272;joint-cream;sent;parcel-on-a-place;"2016-07-20 10:11:00";461272A;Отправлен;461272-461272A_327;"Прибыло в город назначения";CB016546315RU
461216;joint-cream;sent;delivered;"2016-07-20 17:14:00";461216A;Отправлен;461216-461216A_327;Вручение;CB016546765RU
460942;joint-cream;sent;parcel-on-a-place;"2016-07-20 08:53:00";460942A;Отправлен;460942-460942A_327;"Прибыло в город назначения";CB016546536RU
463479;joint-cream;sent;delivered;"2016-07-20 17:15:00";463479A;Отправлен;463479-463479A_330;Вручение;CB016547063RU
464132;vari-cream-com;sent;parcel-on-a-place;"2016-07-20 10:38:00";464132A;Отправлен;464132-464132A_330;"Прибыло в город назначения";CB016546920RU
