id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
448704;delivered;from_BetaPost_API;2016-07-26;200;1;448704
465634;delivered;from_BetaPost_API;2016-07-26;200;1;465634
475083;delivered;from_BetaPost_API;2016-07-26;200;1;475083
474912;delivered;from_BetaPost_API;2016-07-26;200;1;474912
478866;delivered;from_BetaPost_API;2016-07-26;200;1;478866
478309;injob;from_BetaPost_API;200;1;478309
478857;delivered;from_BetaPost_API;2016-07-26;200;1;478857
478197;injob;from_BetaPost_API;200;1;478197
478832;delivered;from_BetaPost_API;2016-07-26;200;1;478832
476470;injob;from_BetaPost_API;200;1;476470
478813;delivered;from_BetaPost_API;2016-07-26;200;1;478813
476340;delivered;from_BetaPost_API;2016-07-26;200;1;476340
478081;delivered;from_BetaPost_API;2016-07-26;200;1;478081
477800;delivered;from_BetaPost_API;2016-07-26;200;1;477800
476315;delivered;from_BetaPost_API;2016-07-26;200;1;476315
477720;delivered;from_BetaPost_API;2016-07-26;200;1;477720
476089;delivered;from_BetaPost_API;2016-07-26;200;1;476089
477180;delivered;from_BetaPost_API;2016-07-26;200;1;477180
476064;delivered;from_BetaPost_API;2016-07-26;200;1;476064
477095;delivered;from_BetaPost_API;2016-07-26;200;1;477095
475679;delivered;from_BetaPost_API;2016-07-26;200;1;475679
476856;delivered;from_BetaPost_API;2016-07-26;200;1;476856
473504;delivered;from_BetaPost_API;2016-07-26;200;1;473504
476646;delivered;from_BetaPost_API;2016-07-26;200;1;476646
476621;delivered;from_BetaPost_API;2016-07-26;200;1;476621
476406;injob;from_BetaPost_API;200;1;476406
476303;injob;from_BetaPost_API;200;1;476303
476156;injob;from_BetaPost_API;200;1;476156
476154;injob;from_BetaPost_API;200;1;476154
