order_id;order_site;mapping_order_status_from;mapping_order_status_to;date_time;order_number;order_status_name;shipping_order_order_id;state;order_customFields_nomer_otpravleniya
426069;psorias-cream;parcel-on-a-place;delivered;"2016-06-24 14:30:00";426069A;"Товар в точке получения";426069-426069A_263;Вручение;CB014104822RU
424564;vari-cream-com;parcel-on-a-place;delivered;"2016-06-24 19:03:00";424564A;"Товар в точке получения";424564-424564A_269;Вручение;CB014105142RU
430519;vari-cream-com;parcel-on-a-place;delivered;"2016-06-25 16:16:00";430519A;"Товар в точке получения";430519-430519A_271;Вручение;CB014105805RU
433238;gemor-cream;parcel-on-a-place;delivered;"2016-06-24 15:11:00";433238A;"Товар в точке получения";433238-433238A_275;Вручение;CB014107262RU
