id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
449207;delivered;from_BetaPost_API;2016-07-15;200;1;449207
452007;delivered;from_BetaPost_API;2016-07-16;200;1;452007
455777;delivered;from_BetaPost_API;2016-07-15;200;1;455777
455685;delivered;from_BetaPost_API;2016-07-16;200;1;455685
455643;delivered;from_BetaPost_API;2016-07-16;200;1;455643
454736;delivered;from_BetaPost_API;2016-07-15;200;1;454736
454629;delivered;from_BetaPost_API;2016-07-16;200;1;454629
454100;delivered;from_BetaPost_API;2016-07-18;200;1;454100
453992;delivered;from_BetaPost_API;2016-07-15;200;1;453992
452955;delivered;from_BetaPost_API;2016-07-16;200;1;452955
457204;delivered;from_BetaPost_API;2016-07-16;200;1;457204
456529;delivered;from_BetaPost_API;2016-07-16;200;1;456529
456375;delivered;from_BetaPost_API;2016-07-16;200;1;456375
457588;delivered;from_BetaPost_API;2016-07-16;200;1;457588
457471;delivered;from_BetaPost_API;2016-07-16;200;1;457471
457365;delivered;from_BetaPost_API;2016-07-16;200;1;457365
459109;parcel-on-a-place;from_BetaPost_API;2016-07-15;200;1;459109
459119;delivered;from_BetaPost_API;2016-07-16;200;1;459119
459048;parcel-on-a-place;from_BetaPost_API;2016-07-16;200;1;459048
458922;delivered;from_BetaPost_API;2016-07-16;200;1;458922
458924;parcel-on-a-place;from_BetaPost_API;2016-07-16;200;1;458924
458914;delivered;from_BetaPost_API;2016-07-16;200;1;458914
458663;parcel-on-a-place;from_BetaPost_API;2016-07-15;200;1;458663
458810;delivered;from_BetaPost_API;2016-07-16;200;1;458810
458614;parcel-on-a-place;from_BetaPost_API;2016-07-16;200;1;458614
458595;parcel-on-a-place;from_BetaPost_API;2016-07-16;200;1;458595
458530;parcel-on-a-place;from_BetaPost_API;2016-07-16;200;1;458530
458389;parcel-on-a-place;from_BetaPost_API;2016-07-16;200;1;458389
458046;parcel-on-a-place;from_BetaPost_API;2016-07-15;200;1;458046
459300;parcel-on-a-place;from_BetaPost_API;2016-07-16;200;1;459300
459250;parcel-on-a-place;from_BetaPost_API;2016-07-15;200;1;459250
459274;delivered;from_BetaPost_API;2016-07-16;200;1;459274
459859;parcel-on-a-place;from_BetaPost_API;2016-07-16;200;1;459859
459845;parcel-on-a-place;from_BetaPost_API;2016-07-16;200;1;459845
459589;parcel-on-a-place;from_BetaPost_API;2016-07-16;200;1;459589
459767;parcel-on-a-place;from_BetaPost_API;2016-07-16;200;1;459767
459509;parcel-on-a-place;from_BetaPost_API;2016-07-15;200;1;459509
459308;parcel-on-a-place;from_BetaPost_API;2016-07-16;200;1;459308
459315;parcel-on-a-place;from_BetaPost_API;2016-07-16;200;1;459315
459440;parcel-on-a-place;from_BetaPost_API;2016-07-18;200;1;459440
458874;parcel-on-a-place;from_BetaPost_API;2016-07-16;200;1;458874
460340;parcel-on-a-place;from_BetaPost_API;2016-07-18;200;1;460340
459596;delivered;from_BetaPost_API;2016-07-15;200;1;459596
462750;injob;from_BetaPost_API;200;1;462750
464950;delivered;from_BetaPost_API;2016-07-18;200;1;464950
465147;delivered;from_BetaPost_API;2016-07-15;200;1;465147
467208;delivered;from_BetaPost_API;2016-07-15;200;1;467208
