id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
446197;delivered;from_BetaPost_API;2016-07-14;200;1;446197
446031;delivered;from_BetaPost_API;2016-07-14;200;1;446031
452039;delivered;from_BetaPost_API;2016-07-14;200;1;452039
458056;parcel-on-a-place;from_BetaPost_API;2016-07-15;200;1;458056
457471;parcel-on-a-place;from_BetaPost_API;2016-07-15;200;1;457471
457351;parcel-on-a-place;from_BetaPost_API;2016-07-15;200;1;457351
463240;delivered;from_BetaPost_API;2016-07-15;200;1;463240
463181;delivered;from_BetaPost_API;2016-07-15;200;1;463181
462697;delivered;from_BetaPost_API;2016-07-14;200;1;462697
462480;delivered;from_BetaPost_API;2016-07-15;200;1;462480
464954;delivered;from_BetaPost_API;2016-07-14;200;1;464954
461146;delivered;from_BetaPost_API;2016-07-14;200;1;461146
466176;delivered;from_BetaPost_API;2016-07-15;200;1;466176
466054;delivered;from_BetaPost_API;2016-07-15;200;1;466054
465955;delivered;from_BetaPost_API;2016-07-15;200;1;465955
465750;delivered;from_BetaPost_API;2016-07-15;200;1;465750
465609;delivered;from_BetaPost_API;2016-07-15;200;1;465609
466121;injob;from_BetaPost_API;200;1;466121
465537;delivered;from_BetaPost_API;2016-07-15;200;1;465537
465501;delivered;from_BetaPost_API;2016-07-15;200;1;465501
466025;injob;from_BetaPost_API;200;1;466025
465484;delivered;from_BetaPost_API;2016-07-15;200;1;465484
465161;injob;from_BetaPost_API;200;1;465161
465475;delivered;from_BetaPost_API;2016-07-15;200;1;465475
464997;injob;from_BetaPost_API;200;1;464997
465290;delivered;from_BetaPost_API;2016-07-15;200;1;465290
465067;delivered;from_BetaPost_API;2016-07-15;200;1;465067
466473;injob;from_BetaPost_API;200;1;466473
466190;injob;from_BetaPost_API;200;1;466190
465447;injob;from_BetaPost_API;200;1;465447
467019;delivered;from_BetaPost_API;2016-07-15;200;1;467019
466851;delivered;from_BetaPost_API;2016-07-15;200;1;466851
466650;delivered;from_BetaPost_API;2016-07-15;200;1;466650
467155;injob;from_BetaPost_API;200;1;467155
466299;delivered;from_BetaPost_API;2016-07-15;200;1;466299
467129;injob;from_BetaPost_API;200;1;467129
466537;injob;from_BetaPost_API;200;1;466537
466506;injob;from_BetaPost_API;200;1;466506
