id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
440836;delivered;from_BetaPost_API;2016-07-06;200;1;440836
444850;delivered;from_BetaPost_API;2016-07-07;200;1;444850
445960;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;445960
445085;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;445085
445075;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;445075
444188;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;444188
446304;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;446304
446262;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;446262
446151;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;446151
445835;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;445835
445552;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;445552
450179;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;450179
449935;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;449935
449379;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;449379
449113;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;449113
448142;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;448142
447929;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;447929
447169;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;447169
447134;parcel-on-a-place;from_BetaPost_API;2016-07-07;200;1;447134
