id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
492801;delivered;from_BetaPost_API;2016-08-26;200;1;492801
497664;delivered;from_BetaPost_API;2016-08-25;200;1;497664
505577;delivered;from_BetaPost_API;2016-08-25;200;1;505577
500120;parcel-on-a-place;from_BetaPost_API;2016-08-26;200;1;500120
506856;parcel-on-a-place;from_BetaPost_API;2016-08-25;200;1;506856
503642;parcel-on-a-place;from_BetaPost_API;2016-08-26;200;1;503642
505022;parcel-on-a-place;from_BetaPost_API;2016-08-26;200;1;505022
507003;parcel-on-a-place;from_BetaPost_API;2016-08-26;200;1;507003
506239;parcel-on-a-place;from_BetaPost_API;2016-08-26;200;1;506239
506127;parcel-on-a-place;from_BetaPost_API;2016-08-26;200;1;506127
508504;parcel-on-a-place;from_BetaPost_API;2016-08-26;200;1;508504
511090;parcel-on-a-place;from_BetaPost_API;2016-08-26;200;1;511090
512059;delivered;from_BetaPost_API;2016-08-25;200;1;512059
516692;delivered;from_BetaPost_API;2016-08-26;200;1;516692
517317;delivered;from_BetaPost_API;2016-08-26;200;1;517317
520171;parcel-on-a-place;from_BetaPost_API;2016-08-26;200;1;520171
520981;parcel-on-a-place;from_BetaPost_API;2016-08-26;200;1;520981
519888;delivered;from_BetaPost_API;2016-08-26;200;1;519888
520333;delivered;from_BetaPost_API;2016-08-26;200;1;520333
519872;delivered;from_BetaPost_API;2016-08-26;200;1;519872
519818;delivered;from_BetaPost_API;2016-08-26;200;1;519818
518703;delivered;from_BetaPost_API;2016-08-26;200;1;518703
519721;delivered;from_BetaPost_API;2016-08-26;200;1;519721
518323;delivered;from_BetaPost_API;2016-08-26;200;1;518323
520790;delivered;from_BetaPost_API;2016-08-26;200;1;520790
519445;delivered;from_BetaPost_API;2016-08-26;200;1;519445
519766;delivered;from_BetaPost_API;2016-08-26;200;1;519766
520064;delivered;from_BetaPost_API;2016-08-26;200;1;520064
518656;delivered;from_BetaPost_API;2016-08-26;200;1;518656
