id;status;api_mark;date_of_arrival;statusCode;success;set_order_id
451251;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;451251
450811;parcel-on-a-place;from_BetaPost_API;2016-07-13;200;1;450811
450486;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;450486
449581;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;449581
451830;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;451830
451788;parcel-on-a-place;from_BetaPost_API;2016-07-13;200;1;451788
452378;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;452378
452000;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;452000
452592;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;452592
452475;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;452475
451492;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;451492
455685;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;455685
454055;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;454055
455245;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;455245
453992;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;453992
455128;parcel-on-a-place;from_BetaPost_API;2016-07-13;200;1;455128
455032;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;455032
453983;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;453983
455007;parcel-on-a-place;from_BetaPost_API;2016-07-13;200;1;455007
453903;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;453903
454736;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;454736
453808;parcel-on-a-place;from_BetaPost_API;2016-07-13;200;1;453808
454714;parcel-on-a-place;from_BetaPost_API;2016-07-13;200;1;454714
454629;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;454629
454577;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;454577
454100;parcel-on-a-place;from_BetaPost_API;2016-07-13;200;1;454100
456909;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;456909
450735;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;450735
457588;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;457588
457516;parcel-on-a-place;from_BetaPost_API;2016-07-12;200;1;457516
455980;injob;from_BetaPost_API;200;1;455980
461279;delivered;from_BetaPost_API;2016-07-13;200;1;461279
461273;delivered;from_BetaPost_API;2016-07-13;200;1;461273
460887;injob;from_BetaPost_API;200;1;460887
455970;delivered;from_BetaPost_API;2016-07-13;200;1;455970
