id;status;api_mark;date_of_arrival;statusCode;success;set_order_id
500106;parcel-on-a-place;from_BetaPost_API;2016-08-11;200;1;500106
496685;parcel-on-a-place;from_BetaPost_API;2016-08-11;200;1;496685
495702;parcel-on-a-place;from_BetaPost_API;2016-08-11;200;1;495702
487033;parcel-on-a-place;from_BetaPost_API;2016-08-11;200;1;487033
497868;delivered;from_BetaPost_API;2016-08-11;200;1;497868
494468;delivered;from_BetaPost_API;2016-08-10;200;1;494468
493946;delivered;from_BetaPost_API;2016-08-11;200;1;493946
496790;parcel-on-a-place;from_BetaPost_API;2016-08-11;200;1;496790
499274;delivered;from_BetaPost_API;2016-08-11;200;1;499274
499082;delivered;from_BetaPost_API;2016-08-11;200;1;499082
498752;delivered;from_BetaPost_API;2016-08-11;200;1;498752
498733;delivered;from_BetaPost_API;2016-08-11;200;1;498733
498616;delivered;from_BetaPost_API;2016-08-11;200;1;498616
498232;delivered;from_BetaPost_API;2016-08-11;200;1;498232
497197;delivered;from_BetaPost_API;2016-08-11;200;1;497197
496939;delivered;from_BetaPost_API;2016-08-11;200;1;496939
495444;delivered;from_BetaPost_API;2016-08-11;200;1;495444
494370;delivered;from_BetaPost_API;2016-08-11;200;1;494370
499279;delivered;from_BetaPost_API;2016-08-11;200;1;499279
500574;parcel-on-a-place;from_BetaPost_API;2016-08-11;200;1;500574
500546;parcel-on-a-place;from_BetaPost_API;2016-08-11;200;1;500546
499912;parcel-on-a-place;from_BetaPost_API;2016-08-11;200;1;499912
499953;parcel-on-a-place;from_BetaPost_API;2016-08-11;200;1;499953
500509;delivered;from_BetaPost_API;2016-08-11;200;1;500509
500392;delivered;from_BetaPost_API;2016-08-11;200;1;500392
500235;delivered;from_BetaPost_API;2016-08-11;200;1;500235
500162;delivered;from_BetaPost_API;2016-08-11;200;1;500162
499941;delivered;from_BetaPost_API;2016-08-11;200;1;499941
