id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
474888;delivered;from_BetaPost_API;2016-08-30;200;1;474888
482305;delivered;from_BetaPost_API;2016-08-30;200;1;482305
489741;delivered;from_BetaPost_API;2016-08-30;200;1;489741
493758;delivered;from_BetaPost_API;2016-08-30;200;1;493758
495039;delivered;from_BetaPost_API;2016-08-30;200;1;495039
498252;delivered;from_BetaPost_API;2016-08-30;200;1;498252
506600;delivered;from_BetaPost_API;2016-08-30;200;1;506600
504700;delivered;from_BetaPost_API;2016-08-30;200;1;504700
506239;delivered;from_BetaPost_API;2016-08-30;200;1;506239
503356;delivered;from_BetaPost_API;2016-08-30;200;1;503356
505162;delivered;from_BetaPost_API;2016-08-30;200;1;505162
503064;delivered;from_BetaPost_API;2016-08-30;200;1;503064
510007;delivered;from_BetaPost_API;2016-08-30;200;1;510007
498002;parcel-on-a-place;from_BetaPost_API;2016-08-30;200;1;498002
517109;delivered;from_BetaPost_API;2016-08-30;200;1;517109
522824;delivered;from_BetaPost_API;2016-08-30;200;1;522824
521578;delivered;from_BetaPost_API;2016-08-30;200;1;521578
524376;delivered;from_BetaPost_API;2016-08-30;200;1;524376
526448;delivered;from_BetaPost_API;2016-08-30;200;1;526448
523985;delivered;from_BetaPost_API;2016-08-30;200;1;523985
526356;delivered;from_BetaPost_API;2016-08-30;200;1;526356
524995;delivered;from_BetaPost_API;2016-08-30;200;1;524995
523501;delivered;from_BetaPost_API;2016-08-30;200;1;523501
526592;delivered;from_BetaPost_API;2016-08-30;200;1;526592
524423;delivered;from_BetaPost_API;2016-08-30;200;1;524423
523261;delivered;from_BetaPost_API;2016-08-30;200;1;523261
525727;delivered;from_BetaPost_API;2016-08-30;200;1;525727
523749;delivered;from_BetaPost_API;2016-08-30;200;1;523749
524965;delivered;from_BetaPost_API;2016-08-30;200;1;524965
526281;delivered;from_BetaPost_API;2016-08-30;200;1;526281
525070;delivered;from_BetaPost_API;2016-08-30;200;1;525070
526963;parcel-on-a-place;from_BetaPost_API;2016-08-30;200;1;526963
