id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
526948;delivered;from_BetaPost_API;2016-09-06;200;1;526948
513837;delivered;from_BetaPost_API;2016-09-06;200;1;513837
532850;delivered;from_BetaPost_API;2016-09-06;200;1;532850
536469;delivered;from_BetaPost_API;2016-09-06;200;1;536469
534257;delivered;from_BetaPost_API;2016-09-06;200;1;534257
536234;delivered;from_BetaPost_API;2016-09-06;200;1;536234
535296;parcel-on-a-place;from_BetaPost_API;2016-09-06;200;1;535296
535884;parcel-on-a-place;from_BetaPost_API;2016-09-06;200;1;535884
534180;parcel-on-a-place;from_BetaPost_API;2016-09-06;200;1;534180
535313;delivered;from_BetaPost_API;2016-09-06;200;1;535313
536094;parcel-on-a-place;from_BetaPost_API;2016-09-06;200;1;536094
534192;delivered;from_BetaPost_API;2016-09-06;200;1;534192
533974;parcel-on-a-place;from_BetaPost_API;2016-09-06;200;1;533974
533724;delivered;from_BetaPost_API;2016-09-06;200;1;533724
535519;delivered;from_BetaPost_API;2016-09-06;200;1;535519
533708;parcel-on-a-place;from_BetaPost_API;2016-09-06;200;1;533708
535895;parcel-on-a-place;from_BetaPost_API;2016-09-06;200;1;535895
535670;delivered;from_BetaPost_API;2016-09-06;200;1;535670
528881;parcel-on-a-place;from_BetaPost_API;2016-09-06;200;1;528881
533794;delivered;from_BetaPost_API;2016-09-06;200;1;533794
535424;parcel-on-a-place;from_BetaPost_API;2016-09-06;200;1;535424
536420;delivered;from_BetaPost_API;2016-09-06;200;1;536420
535544;parcel-on-a-place;from_BetaPost_API;2016-09-06;200;1;535544
535122;delivered;from_BetaPost_API;2016-09-06;200;1;535122
535762;parcel-on-a-place;from_BetaPost_API;2016-09-06;200;1;535762
536294;delivered;from_BetaPost_API;2016-09-06;200;1;536294
534237;parcel-on-a-place;from_BetaPost_API;2016-09-06;200;1;534237
534309;delivered;from_BetaPost_API;2016-09-06;200;1;534309
536372;parcel-on-a-place;from_BetaPost_API;2016-09-06;200;1;536372
536486;delivered;from_BetaPost_API;2016-09-06;200;1;536486
534409;delivered;from_BetaPost_API;2016-09-06;200;1;534409
536488;delivered;from_BetaPost_API;2016-09-06;200;1;536488
533424;delivered;from_BetaPost_API;2016-09-06;200;1;533424
535587;delivered;from_BetaPost_API;2016-09-06;200;1;535587
533676;delivered;from_BetaPost_API;2016-09-06;200;1;533676
534838;delivered;from_BetaPost_API;2016-09-06;200;1;534838
533802;delivered;from_BetaPost_API;2016-09-06;200;1;533802
533117;delivered;from_BetaPost_API;2016-09-06;200;1;533117
