id;status;api_mark;date_of_delivery;statusCode;success;set_order_id
493383;delivered;from_BetaPost_API;2016-08-22;200;1;493383
496962;delivered;from_BetaPost_API;2016-08-22;200;1;496962
493354;delivered;from_BetaPost_API;2016-08-22;200;1;493354
510056;delivered;from_BetaPost_API;2016-08-22;200;1;510056
511104;delivered;from_BetaPost_API;2016-08-22;200;1;511104
512515;delivered;from_BetaPost_API;2016-08-22;200;1;512515
512896;delivered;from_BetaPost_API;2016-08-23;200;1;512896
512886;delivered;from_BetaPost_API;2016-08-23;200;1;512886
512707;delivered;from_BetaPost_API;2016-08-23;200;1;512707
512874;delivered;from_BetaPost_API;2016-08-23;200;1;512874
512724;delivered;from_BetaPost_API;2016-08-23;200;1;512724
515934;delivered;from_BetaPost_API;2016-08-23;200;1;515934
515600;parcel-on-a-place;from_BetaPost_API;2016-08-23;200;1;515600
515163;delivered;from_BetaPost_API;2016-08-23;200;1;515163
513396;parcel-on-a-place;from_BetaPost_API;2016-08-23;200;1;513396
512899;delivered;from_BetaPost_API;2016-08-23;200;1;512899
515951;parcel-on-a-place;from_BetaPost_API;2016-08-23;200;1;515951
514892;parcel-on-a-place;from_BetaPost_API;2016-08-23;200;1;514892
515915;delivered;from_BetaPost_API;2016-08-23;200;1;515915
513491;delivered;from_BetaPost_API;2016-08-23;200;1;513491
514939;parcel-on-a-place;from_BetaPost_API;2016-08-23;200;1;514939
513010;delivered;from_BetaPost_API;2016-08-23;200;1;513010
515434;parcel-on-a-place;from_BetaPost_API;2016-08-23;200;1;515434
515769;delivered;from_BetaPost_API;2016-08-23;200;1;515769
513232;parcel-on-a-place;from_BetaPost_API;2016-08-23;200;1;513232
515034;parcel-on-a-place;from_BetaPost_API;2016-08-23;200;1;515034
516013;delivered;from_BetaPost_API;2016-08-23;200;1;516013
514075;delivered;from_BetaPost_API;2016-08-23;200;1;514075
513723;delivered;from_BetaPost_API;2016-08-23;200;1;513723
516036;delivered;from_BetaPost_API;2016-08-23;200;1;516036
515324;delivered;from_BetaPost_API;2016-08-23;200;1;515324
514158;delivered;from_BetaPost_API;2016-08-23;200;1;514158
513503;delivered;from_BetaPost_API;2016-08-23;200;1;513503
514078;delivered;from_BetaPost_API;2016-08-23;200;1;514078
512937;delivered;from_BetaPost_API;2016-08-23;200;1;512937
514960;delivered;from_BetaPost_API;2016-08-23;200;1;514960
